Pokemon Id,Pokedex Number,Pokemon Name,Classification,Alternate Form Name,Original Pokemon ID,Legendary Type,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Special Event Ability,Special Event Ability Description,Male Ratio,Female Ratio,Base Happiness,Game(s) of Origin,Region of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,EV Yield Total,Catch Rate,Experience Growth,Experience Growth Total,Experience Yield,Primary Egg Group,Secondary Egg Group,Egg Cycle Count,Pre-Evolution Pokemon Id,Evolution Details
1357,98,"""Krabby""","""River Crab Pokemon""",NULL,NULL,NULL,0.4,6.5,"""Water""",NULL,"""Hyper Cutter""","""The Pokémon's proud of its powerful pincers. They prevent other Pokémon from lowering its Attack stat.""","""Shell Armor""","""A hard shell protects the Pokémon from critical hits.""","""Sheer Force""","""Removes additional effects to increase the power of moves when attacking.""",NULL,NULL,50,50,70,"""Red / Blue / Yellow""","""Kanto""",30,105,90,25,0,50,300,0,1,0,0,0,0,1,225,"""Medium Fast""",1000000,65,"""Water 3""",NULL,20,NULL,NULL
1358,99,"""Kingler""","""Pincer Pokemon""",NULL,NULL,NULL,1.3,60.0,"""Water""",NULL,"""Hyper Cutter""","""The Pokémon's proud of its powerful pincers. They prevent other Pokémon from lowering its Attack stat.""","""Shell Armor""","""A hard shell protects the Pokémon from critical hits.""","""Sheer Force""","""Removes additional effects to increase the power of moves when attacking.""",NULL,NULL,50,50,70,"""Red / Blue / Yellow""","""Kanto""",55,130,115,50,0,75,425,0,2,0,0,0,0,2,60,"""Medium Fast""",1000000,166,"""Water 3""",NULL,20,1357,"""Level 28"""
1359,103,"""Exeggutor""","""Coconut Pokemon""","""Alola""",137,NULL,10.9,415.6,"""Grass""","""Dragon""","""Frisk""","""When it enters a battle, the Pokémon can check an opposing Pokémon's held item.""",NULL,NULL,"""Harvest""","""May create another Berry after one is used.""",NULL,NULL,50,50,70,"""Sun / Moon""","""Alola""",95,105,85,125,75,45,530,0,0,0,2,0,0,2,45,"""Slow""",1250000,186,"""Grass""",NULL,20,136,"""Leaf Stone In Alola"""
1360,65,"""Alakazam""","""Psi Pokemon""","""Mega""",1026,NULL,1.2,48.0,"""Psychic""",NULL,"""Trace""","""When it enters a battle, the Pokémon copies an opposing Pokémon's Ability.""",NULL,NULL,NULL,NULL,NULL,NULL,75,25,70,"""X / Y""","""Kalos""",55,50,65,175,105,150,600,0,0,0,3,0,0,3,50,"""Medium Slow""",1059860,270,"""Human-Like""",NULL,20,NULL,NULL
1361,74,"""Geodude""","""Rock Pokemon""","""Alola""",1265,NULL,0.4,20.3,"""Rock""","""Electric""","""Magnet Pull""","""Prevents Steel-type Pokémon from escaping using its magnetic force.""","""Sturdy""","""It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.""","""Galvanize""","""Normal-type moves become Electric-type moves. The power of those moves is boosted a little.""",NULL,NULL,50,50,70,"""Sun / Moon""","""Alola""",40,80,100,30,30,20,300,0,0,1,0,0,0,1,255,"""Medium Slow""",1059860,60,"""Mineral""",NULL,15,NULL,NULL
1362,75,"""Graveler""","""Rock Pokemon""","""Alola""",1276,NULL,1.0,110.0,"""Rock""","""Electric""","""Magnet Pull""","""Prevents Steel-type Pokémon from escaping using its magnetic force.""","""Sturdy""","""It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.""","""Galvanize""","""Normal-type moves become Electric-type moves. The power of those moves is boosted a little.""",NULL,NULL,50,50,70,"""Sun / Moon""","""Alola""",55,95,115,45,45,35,390,0,0,2,0,0,0,2,120,"""Medium Slow""",1059860,137,"""Mineral""",NULL,15,1361,"""Level 25"""
1363,76,"""Golem""","""Megaton Pokemon""","""Alola""",1287,NULL,1.7,316.0,"""Rock""","""Electric""","""Magnet Pull""","""Prevents Steel-type Pokémon from escaping using its magnetic force.""","""Sturdy""","""It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.""","""Galvanize""","""Normal-type moves become Electric-type moves. The power of those moves is boosted a little.""",NULL,NULL,50,50,70,"""Sun / Moon""","""Alola""",80,120,130,55,65,45,495,0,0,3,0,0,0,3,45,"""Medium Slow""",1059860,223,"""Mineral""",NULL,15,1362,NULL
1364,77,"""Ponyta""","""Unique Horn Pokemon""","""Galar""",1297,NULL,0.8,24.0,"""Psychic""",NULL,"""Run Away""","""Enables a sure getaway from wild Pokémon.""","""Pastel Veil""","""Protects the Pokémon and its ally Pokémon from being poisoned.""","""Anticipation""","""The Pokémon can sense an opposing Pokémon's dangerous moves.""",NULL,NULL,50,50,70,"""Sword / Shield""","""Galar""",50,85,55,65,65,90,410,0,0,0,0,0,1,1,190,"""Medium Fast""",1000000,82,"""Field""",NULL,20,NULL,NULL
1365,78,"""Rapidash""","""Unique Horn Pokemon""","""Galar""",1308,NULL,1.7,80.0,"""Psychic""","""Fairy""","""Run Away""","""Enables a sure getaway from wild Pokémon.""","""Pastel Veil""","""Protects the Pokémon and its ally Pokémon from being poisoned.""","""Anticipation""","""The Pokémon can sense an opposing Pokémon's dangerous moves.""",NULL,NULL,50,50,70,"""Sword / Shield""","""Galar""",65,100,70,80,80,105,500,0,0,0,0,0,2,2,60,"""Medium Fast""",1000000,175,"""Field""",NULL,20,1364,"""Level 40"""
1366,79,"""Slowpoke""","""Dopey Pokemon""","""Galar""",1319,NULL,1.2,36.0,"""Psychic""",NULL,"""Gluttony""","""Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.""","""Own Tempo""","""This Pokémon has its own tempo, and that prevents it from becoming confused.""","""Regenerator""","""Restores a little HP when withdrawn from battle.""",NULL,NULL,50,50,70,"""Sword / Shield""","""Galar""",90,65,65,40,40,15,315,1,0,0,0,0,0,1,190,"""Medium Fast""",1000000,63,"""Monster""","""Water 1""",20,NULL,NULL
1367,80,"""Slowbro""","""Hermit Crab Pokemon""","""Mega""",1330,NULL,2.0,120.0,"""Water""","""Psychic""","""Shell Armor""","""A hard shell protects the Pokémon from critical hits.""",NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,"""Omega Ruby / Alpha Sapphire""","""Kalos""",95,75,180,130,80,30,590,0,0,2,0,0,0,2,75,"""Medium Fast""",1000000,207,"""Monster""","""Water 1""",20,NULL,NULL
1368,80,"""Slowbro""","""Hermit Crab Pokemon""","""Galar""",1330,NULL,1.6,70.5,"""Poison""","""Psychic""","""Quick Draw""","""Enables the Pokémon to move first occasionally.""","""Own Tempo""","""This Pokémon has its own tempo, and that prevents it from becoming confused.""","""Regenerator""","""Restores a little HP when withdrawn from battle.""",NULL,NULL,50,50,70,"""Sword / Shield""","""Galar""",95,100,95,100,70,30,490,0,2,0,0,0,0,2,75,"""Medium Fast""",1000000,172,"""Monster""","""Water 1""",20,1366,"""Galarica Cuff"""
1369,83,"""Farfetch'd""","""Wild Bull Pokemon""","""Galar""",1342,NULL,0.8,42.0,"""Fighting""",NULL,"""Steadfast""","""The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.""",NULL,NULL,"""Scrappy""","""The Pokémon can hit Ghost-type Pokémon with Normal- and Fighting-type moves.""",NULL,NULL,50,50,70,"""Sword / Shield""","""Galar""",52,95,55,58,62,55,377,0,1,0,0,0,0,1,45,"""Medium Fast""",1000000,132,"""Flying""","""Field""",20,NULL,NULL
1370,681,"""Aegislash""","""Royal Sword Pokemon""","""Blade""",1098,NULL,1.7,53.0,"""Steel""","""Ghost""","""Stance Change""","""The Pokémon changes its form to Blade Forme when it uses an attack move and changes to Shield Forme when it uses King's Shield.""",NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,"""X / Y""","""Kalos""",60,140,50,140,50,60,500,0,2,0,1,0,0,3,45,"""Medium Fast""",1000000,234,"""Mineral""",NULL,20,NULL,NULL
1371,94,"""Gengar""","""Shadow Pokemon""","""Mega""",1353,NULL,1.4,40.5,"""Ghost""","""Poison""","""Shadow Tag""","""This Pokémon steps on the opposing Pokémon's shadow to prevent it from escaping.""",NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,"""X / Y""","""Kalos""",60,65,80,170,95,130,600,0,0,0,3,0,0,3,45,"""Medium Slow""",1059860,270,"""Amorphous""",NULL,20,NULL,NULL
1372,88,"""Grimer""","""Sludge Pokemon""","""Alola""",1347,NULL,0.7,42.0,"""Poison""","""Dark""","""Poison Touch""","""May poison a target when the Pokémon makes contact.""","""Gluttony""","""Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.""","""Power of Alchemy""","""The Pokémon copies the Ability of a defeated ally.""",NULL,NULL,50,50,70,"""Sun / Moon""","""Alola""",80,80,50,40,50,25,325,1,0,0,0,0,0,1,190,"""Medium Fast""",1000000,65,"""Amorphous""",NULL,20,NULL,NULL
1373,89,"""Muk""","""Sludge Pokemon""","""Alola""",1348,NULL,1.0,52.0,"""Poison""","""Dark""","""Poison Touch""","""May poison a target when the Pokémon makes contact.""","""Gluttony""","""Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.""","""Power of Alchemy""","""The Pokémon copies the Ability of a defeated ally.""",NULL,NULL,50,50,70,"""Sun / Moon""","""Alola""",105,105,75,65,100,50,500,1,1,0,0,0,0,2,75,"""Medium Fast""",1000000,175,"""Amorphous""",NULL,20,1372,"""Level 38"""
1374,105,"""Marowak""","""Bone Keeper Pokemon""","""Alola""",139,NULL,1.0,34.0,"""Ghost""","""Fire""","""Cursed Body""","""May disable a move used on the Pokémon.""","""Lightning Rod""","""The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.""","""Rock Head""","""Protects the Pokémon from recoil damage.""",NULL,NULL,50,50,70,"""Sun / Moon""","""Alola""",60,80,110,50,80,45,425,0,0,2,0,0,0,2,75,"""Medium Fast""",1000000,149,"""Monster""",NULL,20,138,"""Level 28 At Night"""
1375,110,"""Weezing""","""Poison Gas Pokemon""","""Galar""",144,NULL,3.0,16.0,"""Poison""","""Fairy""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""","""Neutralizing Gas""","""If the Pokémon with Neutralizing Gas is in the battle, the effects of all Pokémon's Abilities will be nullified or will not be triggered.""","""Misty Surge""","""Turns the ground into Misty Terrain when the Pokémon enters a battle.""",NULL,NULL,50,50,70,"""Sword / Shield""","""Galar""",65,90,120,85,70,60,490,0,0,2,0,0,0,2,60,"""Medium Fast""",1000000,172,"""Amorphous""",NULL,20,143,"""Level 35 In Galar"""
1376,866,"""Mr. Rime""","""Comedian Pokemon""",NULL,NULL,NULL,1.5,58.2,"""Ice""","""Psychic""","""Tangled Feet""","""Raises evasiveness if the Pokémon is confused.""","""Screen Cleaner""","""When the Pokémon enters a battle, the effects of Light Screen, Reflect, and Aurora Veil are nullified for both opposing and ally Pokémon.""","""Ice Body""","""The Pokémon gradually regains HP in a hailstorm.""",NULL,NULL,50,50,50,"""Sword / Shield""","""Galar""",80,85,75,110,100,70,520,0,0,0,3,0,0,3,45,"""Medium Fast""",1000000,182,"""Human-Like""",NULL,25,1377,"""Level 42"""
1377,122,"""Mr. Mime""","""Dancing Pokemon""","""Galar""",218,NULL,1.4,56.0,"""Ice""","""Psychic""","""Vital Spirit""","""The Pokémon is full of vitality, and that prevents it from falling asleep.""","""Screen Cleaner""","""When the Pokémon enters a battle, the effects of Light Screen, Reflect, and Aurora Veil are nullified for both opposing and ally Pokémon.""","""Ice Body""","""The Pokémon gradually regains HP in a hailstorm.""",NULL,NULL,50,50,70,"""Sword / Shield""","""Galar""",50,65,65,90,90,100,460,0,0,0,0,2,0,2,45,"""Medium Fast""",1000000,0,"""Human-Like""",NULL,25,637,"""Knowing Mimic In Galar"""
1378,870,"""Falinks""","""Formation Pokemon""",NULL,NULL,NULL,3.0,62.0,"""Fighting""",NULL,"""Battle Armor""","""Hard armor protects the Pokémon from critical hits.""",NULL,NULL,"""Defiant""","""Boosts the Pokémon's Attack stat sharply when its stats are lowered.""",NULL,NULL,0,0,50,"""Sword / Shield""","""Galar""",60,100,100,70,60,75,465,0,2,0,0,1,0,3,45,"""Medium Fast""",1000000,165,"""Fairy""","""Mineral""",25,NULL,NULL
1379,115,"""Kangaskhan""","""Parent Pokemon""","""Mega""",211,NULL,2.2,100.0,"""Normal""",NULL,"""Parental Bond""","""Parent and child each attacks.""",NULL,NULL,NULL,NULL,NULL,NULL,0,100,70,"""X / Y""","""Kalos""",105,125,100,60,100,100,590,2,0,0,0,0,0,2,45,"""Medium Fast""",1000000,207,"""Monster""",NULL,20,NULL,NULL
1380,127,"""Pinsir""","""Stag Beetle Pokemon""","""Mega""",223,NULL,1.7,59.0,"""Bug""","""Flying""","""Aerilate""","""Normal-type moves become Flying-type moves. The power of those moves is boosted a little.""",NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,"""X / Y""","""Kalos""",65,155,120,65,90,105,600,0,2,0,0,0,0,2,45,"""Slow""",1250000,210,"""Bug""",NULL,25,NULL,NULL
1381,130,"""Gyarados""","""Atrocious Pokemon""","""Mega""",226,NULL,6.5,305.0,"""Water""","""Dark""","""Mold Breaker""","""Moves can be used on the target regardless of its Abilities.""",NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,"""X / Y""","""Kalos""",95,155,109,70,130,81,640,0,2,0,0,0,0,2,45,"""Slow""",1250000,224,"""Water 2""","""Dragon""",5,NULL,NULL
1382,142,"""Aerodactyl""","""Fossil Pokemon""","""Mega""",237,NULL,2.1,79.0,"""Rock""","""Flying""","""Tough Claws""","""Powers up moves that make direct contact. """,NULL,NULL,NULL,NULL,NULL,NULL,87.5,12.5,70,"""X / Y""","""Kalos""",80,135,85,70,95,150,615,0,0,0,0,0,2,2,45,"""Slow""",1250000,215,"""Flying""",NULL,35,NULL,NULL
1383,208,"""Steelix""","""Iron Snake Pokemon""","""Mega""",332,NULL,10.5,740.0,"""Steel""","""Ground""","""Sand Force""","""Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.""",NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,"""Omega Ruby / Alpha Sapphire""","""Kalos""",75,125,230,55,95,30,610,0,0,2,0,0,0,2,25,"""Medium Fast""",1000000,214,"""Mineral""",NULL,25,NULL,NULL
1384,212,"""Scizor""","""Pincer Pokemon""","""Mega""",336,NULL,2.0,125.0,"""Bug""","""Steel""","""Technician""","""Powers up the Pokémon's weaker moves.""",NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,"""X / Y""","""Kalos""",70,150,140,65,100,75,600,0,2,0,0,0,0,2,25,"""Medium Fast""",1000000,210,"""Bug""",NULL,25,NULL,NULL
1385,144,"""Articuno""","""Cruel Pokemon""","""Galar""",239,"""Sub-Legendary""",1.7,50.9,"""Psychic""","""Flying""","""Competitive""","""Boosts the Sp. Atk stat sharply when a stat is lowered.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,35,"""Sword / Shield""","""Galar""",90,85,85,125,100,95,580,0,0,0,3,0,0,3,3,"""Slow""",1250000,290,"""Undiscovered""",NULL,80,NULL,NULL
1386,145,"""Zapdos""","""Strong Legs Pokemon""","""Galar""",240,"""Sub-Legendary""",1.6,58.2,"""Fighting""","""Flying""","""Defiant""","""Boosts the Pokémon's Attack stat sharply when its stats are lowered.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,35,"""Sword / Shield""","""Galar""",90,125,90,85,90,100,580,0,3,0,0,0,0,3,3,"""Slow""",1250000,290,"""Undiscovered""",NULL,80,NULL,NULL
1387,146,"""Moltres""","""Malevolent Pokemon""","""Galar""",241,"""Sub-Legendary""",2.0,66.0,"""Dark""","""Flying""","""Berserk""","""Boosts the Pokémon's Sp. Atk stat when it takes a hit that causes its HP to become half or less.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,35,"""Sword / Shield""","""Galar""",90,85,90,100,125,90,580,0,0,0,0,3,0,3,3,"""Slow""",1250000,290,"""Undiscovered""",NULL,80,NULL,NULL
1388,199,"""Slowking""","""Royal Pokemon""","""Galar""",299,NULL,1.8,79.5,"""Poison""","""Psychic""","""Curious Medicine""","""When the Pokémon is brought into battle, any stat alterations of allies are removed.""","""Own Tempo""","""This Pokémon has its own tempo, and that prevents it from becoming confused.""","""Regenerator""","""Restores a little HP when withdrawn from battle.""",NULL,NULL,50,50,50,"""Sword / Shield""","""Galar""",95,65,80,110,110,30,490,0,0,0,0,2,0,2,70,"""Medium Fast""",1000000,172,"""Monster""","""Water 1""",20,1366,"""Galarica Wreath"""
1389,222,"""Corsola""","""Coral Pokemon""","""Galar""",346,NULL,0.6,0.5,"""Ghost""",NULL,"""Weak Armor""","""Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.""",NULL,NULL,"""Cursed Body""","""May disable a move used on the Pokémon.""",NULL,NULL,25,75,70,"""Sword / Shield""","""Galar""",60,55,100,65,100,30,410,0,0,1,0,1,0,2,60,"""Fast""",800000,144,"""Water 1""","""Water 3""",20,NULL,NULL
1390,864,"""Cursola""","""Coral Pokemon""",NULL,NULL,NULL,1.0,0.4,"""Ghost""",NULL,"""Weak Armor""","""Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.""",NULL,NULL,"""Perish Body""","""When hit by a move that makes direct contact, the Pokémon and the attacker will faint after three turns unless they switch out of battle.""",NULL,NULL,25,75,50,"""Sword / Shield""","""Galar""",60,95,50,145,130,30,510,0,0,0,2,0,0,2,30,"""Fast""",800000,179,"""Water 1""","""Water 3""",20,1389,"""Level 38"""
1391,386,"""Deoxys""","""DNA Pokemon""","""Attack""",514,"""Mythical""",1.7,60.8,"""Psychic""",NULL,"""Pressure""","""By putting pressure on the opposing Pokémon, it raises their PP usage.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""Fire Red""","""Hoenn""",50,180,20,180,20,150,600,0,2,0,1,0,0,3,3,"""Slow""",1250000,270,"""Undiscovered""",NULL,120,NULL,NULL
1392,386,"""Deoxys""","""DNA Pokemon""","""Defense""",514,"""Mythical""",1.7,60.8,"""Psychic""",NULL,"""Pressure""","""By putting pressure on the opposing Pokémon, it raises their PP usage.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""Leaf Green""","""Hoenn""",50,70,160,70,160,90,600,0,0,2,0,1,0,3,3,"""Slow""",1250000,270,"""Undiscovered""",NULL,120,NULL,NULL
1393,386,"""Deoxys""","""DNA Pokemon""","""Speed""",514,"""Mythical""",1.7,60.8,"""Psychic""",NULL,"""Pressure""","""By putting pressure on the opposing Pokémon, it raises their PP usage.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""Emerald""","""Hoenn""",50,95,90,95,90,180,600,0,0,0,0,0,3,3,3,"""Slow""",1250000,270,"""Undiscovered""",NULL,120,NULL,NULL
1394,181,"""Ampharos""","""Light Pokemon""","""Mega""",280,NULL,1.4,61.5,"""Electric""","""Dragon""","""Mold Breaker""","""Moves can be used on the target regardless of its Abilities.""",NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,"""X / Y""","""Kalos""",90,95,105,165,110,45,610,0,0,0,3,0,0,3,45,"""Medium Slow""",1059860,275,"""Monster""","""Field""",20,NULL,NULL
1395,214,"""Heracross""","""Abundance Pokemon""","""Mega""",338,NULL,1.7,62.5,"""Bug""","""Fighting""","""Skill Link""","""Maximizes the number of times multistrike moves hit.""",NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,"""X / Y""","""Kalos""",80,185,115,40,105,75,600,0,2,0,0,0,0,2,45,"""Slow""",1250000,210,"""Bug""",NULL,25,NULL,NULL
1396,229,"""Houndoom""","""Dark Pokemon""","""Mega""",353,NULL,1.9,49.5,"""Dark""","""Fire""","""Solar Power""","""Boosts the Sp. Atk stat in harsh sunlight, but HP decreases every turn.""",NULL,NULL,NULL,NULL,NULL,NULL,50,50,35,"""X / Y""","""Kalos""",75,90,90,140,90,115,600,0,0,0,2,0,0,2,45,"""Slow""",1250000,210,"""Field""",NULL,20,NULL,NULL
1397,248,"""Tyranitar""","""Armor Bird Pokemon""","""Mega""",372,NULL,2.5,255.0,"""Rock""","""Dark""","""Sand Stream""","""The Pokémon summons a sandstorm when it enters a battle.""",NULL,NULL,NULL,NULL,NULL,NULL,50,50,35,"""X / Y""","""Kalos""",100,164,150,95,120,71,700,0,3,0,0,0,0,3,45,"""Slow""",1250000,315,"""Monster""",NULL,40,NULL,NULL
1398,865,"""Sirfetch'd""","""Wild Duck Pokemon""",NULL,NULL,NULL,0.8,117.0,"""Fighting""",NULL,"""Steadfast""","""The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.""",NULL,NULL,"""Scrappy""","""The Pokémon can hit Ghost-type Pokémon with Normal- and Fighting-type moves.""",NULL,NULL,50,50,50,"""Sword / Shield""","""Galar""",62,135,95,68,82,65,507,0,2,0,0,0,0,2,45,"""Medium Fast""",1000000,177,"""Flying""","""Field""",20,1369,"""Land Three Critical Hits In One Battle"""
1399,381,"""Latios""","""Eon Pokemon""","""Mega""",509,NULL,2.3,70.0,"""Dragon""","""Psychic""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,NULL,NULL,100,0,90,"""Omega Ruby / Alpha Sapphire""","""Kalos""",80,130,100,160,120,110,700,0,0,0,3,0,0,3,3,"""Slow""",1250000,270,"""Undiscovered""",NULL,120,NULL,NULL
1400,380,"""Latias""","""Eon Pokemon""","""Mega""",508,NULL,1.8,52.0,"""Dragon""","""Psychic""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,NULL,NULL,0,100,90,"""Omega Ruby / Alpha Sapphire""","""Kalos""",80,100,120,140,150,110,700,0,0,0,0,3,0,3,3,"""Slow""",1250000,270,"""Undiscovered""",NULL,120,NULL,NULL
1401,487,"""Giratina""","""Renegade Pokemon""","""Origin""",737,"""Legendary""",6.9,650.0,"""Ghost""","""Dragon""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""Platinum""","""Sinnoh""",150,120,100,120,100,90,680,3,0,0,0,0,0,3,3,"""Slow""",1250000,306,"""Undiscovered""",NULL,120,NULL,NULL
1402,745,"""Lycanroc""","""Wolf Pokemon""","""Midnight""",1271,NULL,1.1,25.0,"""Rock""",NULL,"""Keen Eye""","""Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.""","""Vital Spirit""","""The Pokémon is full of vitality, and that prevents it from falling asleep.""","""No Guard""","""The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.""",NULL,NULL,50,50,70,"""Sun / Moon""","""Alola""",85,115,75,55,75,82,487,0,2,0,0,0,0,2,90,"""Medium Fast""",1000000,170,"""Field""",NULL,15,1270,"""Level 25 During The Night"""
1403,745,"""Lycanroc""","""Wolf Pokemon""","""Dusk""",1271,NULL,0.8,25.0,"""Rock""",NULL,"""Tough Claws""","""Powers up moves that make direct contact. """,NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,"""Ultra Sun / Ultra Moon""","""Alola""",75,117,65,55,65,110,487,0,2,0,0,0,0,2,90,"""Medium Fast""",1000000,170,"""Field""",NULL,15,1270,"""Level 25 With Own Tempo Between 5-6pm"""
