pokemon_name,pokedex_number,pokemon_id,classification,pokemon_height,pokemon_weight,primary_type,secondary_type,pre_evo_id,evo_details,primary_ability,primary_ability_desc,secondary_ability,secondary_ability_desc,hidden_ability,hidden_ability_desc,health_stat,attack_stat,defense_stat,special_attack_stat,special_defense_stat,speed_stat,base_stat_total
Sandaconda,844,1505,Sand Snake Pokémon,3.8,65.5,Ground,,1504,Level 36,Sand Spit,The Pokémon creates a sandstorm when it's hit by an attack.,Shed Skin,The Pokémon may heal its own status conditions by shedding its skin.,Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,72,107,125,65,70,71,510
Cramorant,845,1506,Gulp Pokémon,0.8,18,Flying,Water,,,Gulp Missile,"When the Pokémon uses Surf or Dive, it will come back with prey. When it takes damage, it will spit out the prey to attack.",,,,,70,85,55,85,95,85,475
Arrokunda,846,1507,Rush Pokémon,0.5,1,Water,,,,Swift Swim,Boosts the Pokémon's Speed stat in rain.,,,Propeller Tail,Ignores the effects of opposing Pokémon's Abilities and moves that draw in moves.,41,63,40,40,30,66,280
Barraskewda,847,1508,Skewer Pokémon,1.3,30,Water,,1507,Level 26,Swift Swim,Boosts the Pokémon's Speed stat in rain.,,,Propeller Tail,Ignores the effects of opposing Pokémon's Abilities and moves that draw in moves.,61,123,60,60,50,136,490
Sizzlipede,850,1509,Radiator Pokémon,0.7,1,Fire,Bug,,,Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,White Smoke,"The Pokémon is protected by its white smoke, which prevents other Pokémon from lowering its stats.",Flame Body,Contact with the Pokémon may burn the attacker.,50,65,45,50,50,45,305
Centiskorch,851,1510,Radiator Pokémon,3,120,Fire,Bug,1509,Level 28,Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,White Smoke,"The Pokémon is protected by its white smoke, which prevents other Pokémon from lowering its stats.",Flame Body,Contact with the Pokémon may burn the attacker.,100,115,65,90,90,65,525
Clobbopus,852,1511,Tantrum Pokémon,0.6,4,Fighting,,,,Limber,Its limber body protects the Pokémon from paralysis.,,,Technician,Powers up the Pokémon's weaker moves.,50,68,60,50,50,32,310
Grapploct,853,1512,Jujitsu Pokémon,1.6,39,Fighting,,1511,Knowing Taunt,Limber,Its limber body protects the Pokémon from paralysis.,,,Technician,Powers up the Pokémon's weaker moves.,80,118,90,70,80,42,480
Sinistea,854,1513,Black Tea Pokémon,0.1,0.2,Ghost,,,,Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,,,Cursed Body,May disable a move used on the Pokémon.,40,45,45,74,54,50,308
Polteageist,855,1514,Black Tea Pokémon,0.2,0.4,Ghost,,1513,Cracked Pot When Phony or Chipped Pot When Authentic,Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,,,Cursed Body,May disable a move used on the Pokémon.,60,65,65,134,114,70,508
Hatenna,856,1515,Calm Pokémon,0.4,3.4,Psychic,,,,Healer,Sometimes heals an ally's status condition.,Anticipation,The Pokémon can sense an opposing Pokémon's dangerous moves.,Magic Bounce,Reflects status moves instead of getting hit by them.,42,30,45,56,53,39,265
Hattrem,857,1516,Serene Pokémon,0.6,4.8,Psychic,,1515,Level 32,Healer,Sometimes heals an ally's status condition.,Anticipation,The Pokémon can sense an opposing Pokémon's dangerous moves.,Magic Bounce,Reflects status moves instead of getting hit by them.,57,40,65,86,73,49,370
Hatterene,858,1517,Silent Pokémon,2.1,5.1,Psychic,Fairy,1516,Level 42,Healer,Sometimes heals an ally's status condition.,Anticipation,The Pokémon can sense an opposing Pokémon's dangerous moves.,Magic Bounce,Reflects status moves instead of getting hit by them.,57,90,95,136,103,29,510
Impidimp,859,1518,Wily Pokémon,0.4,5.5,Dark,Fairy,,,Prankster,Gives priority to a status move.,Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",Pickpocket,Steals an item from an attacker that made direct contact.,45,45,30,55,40,50,265
Morgrem,860,1519,Devious Pokémon,0.8,12.5,Dark,Fairy,1518,Level 32,Prankster,Gives priority to a status move.,Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",Pickpocket,Steals an item from an attacker that made direct contact.,65,60,45,75,55,70,370
Grimmsnarl,861,1520,Bulk Up Pokémon,1.5,61,Dark,Fairy,1519,Level 42,Prankster,Gives priority to a status move.,Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",Pickpocket,Steals an item from an attacker that made direct contact.,95,120,65,95,75,60,510
Gigantamax Butterfree,12,1521,Butterfly Pokémon,17,0,Bug,Flying,,,Compound Eyes,The Pokémon's compound eyes boost its accuracy.,,,Tinted Lens,The Pokémon can use not very effective moves to deal regular damage.,60,45,50,90,80,70,395
Gigantamax Charizard,6,1522,Flame Pokémon,28,0,Fire,Flying,,,Blaze,Powers up Fire-type moves when the Pokémon's HP is low. ,,,Solar Power,"Boosts the Sp. Atk stat in harsh sunlight, but HP decreases every turn.",78,84,78,109,85,100,534
Gigantamax Pikachu,25,1523,Mouse Pokémon,21,0,Electric,,,,Static,"The Pokémon is charged with static electricity, so contact with it may cause paralysis.",,,Lightning Rod,"The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.",35,55,40,50,50,90,320
Gigantamax Meowth,52,1524,Scratch Cat Pokémon,33,0,Normal,,,,Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",Technician,Powers up the Pokémon's weaker moves.,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,40,45,35,40,40,90,290
Gigantamax Blastoise,9,1525,Shellfish Pokémon,25,0,Water,,,,Torrent,Powers up Water-type moves when the Pokémon's HP is low. ,,,Rain Dish,The Pokémon gradually regains HP in rain. ,79,83,100,85,105,78,530
Gigantamax Venusaur,3,1526,Seed Pokémon,24,0,Grass,Poison,,,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,,,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight. ,80,82,83,100,100,80,525
Gigantamax Inteleon,818,1527,Secret Agent Pokémon,40,0,Water,,,,Torrent,Powers up Water-type moves when the Pokémon's HP is low. ,,,Sniper,Powers up moves if they become critical hits when attacking.,70,85,65,125,65,120,530
Gigantamax Cinderace,815,1528,Striker Pokémon,27,0,Fire,,,,Blaze,Powers up Fire-type moves when the Pokémon's HP is low. ,,,Libero,Changes the Pokémon's type to the type of the move it's about to use.,80,116,75,65,75,119,530
Gigantamax Rillaboom,812,1529,Drummer Pokémon,28,0,Grass,,,,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,,,Grassy Surge,Turns the ground into Grassy Terrain when the Pokémon enters a battle.,100,125,90,60,70,85,530
Gigantamax Duraludon,884,1530,Alloy Pokémon,43,0,Steel,Dragon,,,Light Metal,Halves the Pokémon's weight.,Heavy Metal,Doubles the Pokémon's weight.,Stalwart,Ignores the effects of opposing Pokémon's Abilities and moves that draw in moves.,70,95,115,120,50,85,535
Gigantamax Copperajah,879,1531,Copperderm Pokémon,23,0,Steel,,,,Sheer Force,Removes additional effects to increase the power of moves when attacking.,,,Heavy Metal,Doubles the Pokémon's weight.,122,130,69,80,69,30,500
Gigantamax Alcremie,869,1532,Cream Pokémon,30,0,Fairy,,,,Sweet Veil,Prevents itself and ally Pokémon from falling asleep.,,,Aroma Veil,Protects itself and its allies from attacks that limit their move choices.,65,60,75,110,121,64,495
Gigantamax Grimmsnarl,861,1533,Bulk Up Pokémon,32,0,Dark,Fairy,,,Prankster,Gives priority to a status move.,Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",Pickpocket,Steals an item from an attacker that made direct contact.,95,120,65,95,75,60,510
Gigantamax Hatterene,858,1534,Silent Pokémon,26,0,Psychic,Fairy,,,Healer,Sometimes heals an ally's status condition.,Anticipation,The Pokémon can sense an opposing Pokémon's dangerous moves.,Magic Bounce,Reflects status moves instead of getting hit by them.,57,90,95,136,103,29,510
Gigantamax Centiskorch,851,1535,Radiator Pokémon,75,0,Fire,Bug,,,Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,White Smoke,"The Pokémon is protected by its white smoke, which prevents other Pokémon from lowering its stats.",Flame Body,Contact with the Pokémon may burn the attacker.,100,115,65,90,90,65,525
Gigantamax Toxtricity,849,1536,Punk Pokémon,24,0,Electric,Poison,,,Punk Rock,Boosts the power of sound-based moves. The Pokémon also takes half the damage from these kinds of moves.,Plus,Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.,Technician,Powers up the Pokémon's weaker moves.,75,98,70,114,70,75,502
Low Key Gigantamax Toxtricity,849,1537,Punk Pokémon,24,0,Electric,Poison,,,Punk Rock,Boosts the power of sound-based moves. The Pokémon also takes half the damage from these kinds of moves.,Minus,Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.,Technician,Powers up the Pokémon's weaker moves.,75,98,70,114,70,75,502
Gigantamax Sandaconda,844,1538,Sand Snake Pokémon,22,0,Ground,,,,Sand Spit,The Pokémon creates a sandstorm when it's hit by an attack.,Shed Skin,The Pokémon may heal its own status conditions by shedding its skin.,Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,72,107,125,65,70,71,510
Gigantamax Appletun,842,1539,Apple Nectar Pokémon,24,0,Grass,Dragon,,,Ripen,Ripens Berries and doubles their effect.,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. ",110,85,80,100,80,30,485
Gigantamax Flapple,841,1540,Apple Wing Pokémon,24,0,Grass,Dragon,,,Ripen,Ripens Berries and doubles their effect.,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Hustle,"Boosts the Attack stat, but lowers accuracy.",70,110,80,95,60,70,485
Gigantamax Coalossal,839,1541,Coal Pokémon,42,0,Rock,Fire,,,Steam Engine,Boosts the Pokémon's Speed stat drastically if hit by a Fire- or Water-type move.,Flame Body,Contact with the Pokémon may burn the attacker.,Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,110,80,120,80,90,30,510
Gigantamax Drednaw,834,1542,Bite Pokémon,24,0,Water,Rock,,,Strong Jaw,The Pokémon's strong jaw boosts the power of its biting moves.,Shell Armor,A hard shell protects the Pokémon from critical hits.,Swift Swim,Boosts the Pokémon's Speed stat in rain.,90,115,90,48,68,74,485
Gigantamax Orbeetle,826,1543,Seven Spot Pokémon,14,0,Bug,Psychic,,,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",Telepathy,Anticipates an ally's attack and dodges it.,60,45,110,80,120,90,505
Gigantamax Corviknight,823,1544,Raven Pokémon,14,0,Flying,Steel,,,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,Mirror Armor,Bounces back only the stat-lowering effects that the Pokémon receives.,98,87,105,53,85,67,495
Gigantamax Snorlax,143,1545,Sleeping Pokémon,35,0,Normal,,,,Immunity,The immune system of the Pokémon prevents it from getting poisoned.,Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. ",Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",160,110,65,65,110,30,540
Gigantamax Eevee,133,1546,Evolution Pokémon,18,0,Normal,,,,Run Away,Enables a sure getaway from wild Pokémon.,Adaptability,Powers up moves of the same type as the Pokémon.,Anticipation,The Pokémon can sense an opposing Pokémon's dangerous moves.,55,55,50,45,65,55,325
Gigantamax Lapras,131,1547,Transport Pokémon,24,0,Water,Ice,,,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,Shell Armor,A hard shell protects the Pokémon from critical hits.,Hydration,Heals status conditions if it's raining.,130,85,80,85,95,60,535
Gigantamax Kingler,99,1548,Pincer Pokémon,19,0,Water,,,,Hyper Cutter,The Pokémon's proud of its powerful pincers. They prevent other Pokémon from lowering its Attack stat.,Shell Armor,A hard shell protects the Pokémon from critical hits.,Sheer Force,Removes additional effects to increase the power of moves when attacking.,55,130,115,50,50,75,475
Gigantamax Gengar,94,1549,Shadow Pokémon,20,0,Ghost,Poison,,,Cursed Body,May disable a move used on the Pokémon.,,,,,60,65,60,130,75,110,500
Gigantamax Machamp,68,1550,Superpower Pokémon,25,0,Fighting,,,,Guts,It's so gutsy that having a status condition boosts the Pokémon's Attack stat.,No Guard,The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.,Steadfast,The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.,90,130,80,65,85,55,505
Gigantamax Garbodor,569,1551,Trash Heap Pokémon,21,0,Poison,,,,Stench,"By releasing stench when attacking, this Pokémon may cause the target to flinch.",Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,Aftermath,Damages the attacker if it contacts the Pokémon with a finishing hit.,80,95,82,60,82,75,474
Gigantamax Melmetal,809,1552,Hex Nut Pokémon,25,0,Steel,,,,Iron Fist,Powers up punching moves.,,,,,135,143,143,80,65,34,600
Galar Stunfisk,618,1553,Trap Pokémon,0.7,20.5,Ground,Steel,,,Mimicry,Changes the Pokémon's type depending on the terrain.,,,,,109,81,99,66,84,32,471
Zen Darmanitan,555,1554,Blazing Pokémon,1.3,92.9,Fire,Psychic,,,Zen Mode,Changes the Pokémon's shape when HP is half or less.,,,,,105,30,105,140,105,55,540
Galar Darmanitan,555,1555,Zen Charm Pokémon,1.7,120,Ice,,1557,Ice Stone,Gorilla Tactics,Boosts the Pokémon's Attack stat but only allows the use of the first selected move.,,,Zen Mode,Changes the Pokémon's shape when HP is half or less.,105,140,55,30,55,95,480
Galar Zen Darmanitan,555,1556,Zen Charm Pokémon,1.7,120,Ice,Fire,,,Zen Mode,Changes the Pokémon's shape when HP is half or less.,,,,,105,160,55,30,55,135,540
Galar Darumaka,554,1557,Zen Charm Pokémon,0.7,40,Ice,,,,Hustle,"Boosts the Attack stat, but lowers accuracy.",,,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",70,90,45,15,45,50,315
Mega Sableye,302,1558,Darkness Pokémon,0.5,161,Dark,Ghost,,,Magic Bounce,Reflects status moves instead of getting hit by them.,,,,,50,85,125,85,115,20,480
Mega Mawile,303,1559,Deceiver Pokémon,1,23.5,Steel,Fairy,,,Huge Power,Doubles the Pokémon's Attack stat.,,,,,50,105,125,55,95,50,480
Mega Glalie,362,1560,Face Pokémon,2.1,350.2,Ice,,,,Refrigerate,Normal-type moves become Ice-type moves. The power of those moves is boosted a little.,,,,,80,120,80,120,80,100,580
Mega Lucario,448,1561,Aura Pokémon,1.3,57.5,Fighting,Steel,,,Adaptability,Powers up moves of the same type as the Pokémon.,,,,,70,145,88,140,70,112,625
Mega Abomasnow,460,1562,Frost Tree Pokémon,2.7,185,Grass,Ice,,,Snow Warning,The Pokémon summons a hailstorm when it enters a battle.,,,,,90,132,105,132,105,30,594
Mega Audino,531,1563,Hearing Pokémon,1.5,32,Normal,Fairy,,,Healer,Sometimes heals an ally's status condition.,,,,,103,60,126,80,126,50,545
Core Minior,774,1564,Meteor Pokémon,0.3,0.3,Rock,Flying,,,Shields Down,"When its HP becomes half or less, the Pokémon's shell breaks and it becomes aggressive.",,,,,60,100,60,100,60,120,500
Sunny Castform,351,1565,Weather Pokémon,0.3,0.8,Fire,,,,Forecast,"The Pokémon transforms with the weather to change its type to Water, Fire, or Ice.",,,,,70,70,70,70,70,70,420
Rainy Castform,351,1566,Weather Pokémon,0.3,0.8,Water,,,,Forecast,"The Pokémon transforms with the weather to change its type to Water, Fire, or Ice.",,,,,70,70,70,70,70,70,420
Snowy Castform,351,1567,Weather Pokémon,0.3,0.8,Ice,,,,Forecast,"The Pokémon transforms with the weather to change its type to Water, Fire, or Ice.",,,,,70,70,70,70,70,70,420
Sandy Wormadam,413,1568,Bagworm Pokémon,0.5,6.5,Bug,Ground,610,Level 20 When Female And Sandy Cloak,Anticipation,The Pokémon can sense an opposing Pokémon's dangerous moves.,,,Overcoat,"Protects the Pokémon from things like sand, hail, and powder.",60,79,105,59,85,36,424
Trash Wormadam,413,1569,Bagworm Pokémon,0.5,6.5,Bug,Steel,610,Level 20 When Female And Trash Cloak,Anticipation,The Pokémon can sense an opposing Pokémon's dangerous moves.,,,Overcoat,"Protects the Pokémon from things like sand, hail, and powder.",60,69,95,69,95,36,424
Pirouette Meloetta,648,1570,Melody Pokémon,0.6,6.5,Normal,Fighting,,,Serene Grace,Boosts the likelihood of additional effects occurring when attacking.,,,,,100,128,90,77,77,128,600
Small Pumpkaboo,710,1571,Pumpkin Pokémon,0.3,3.5,Ghost,Grass,,,Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",Insomnia,The Pokémon is suffering from insomnia and cannot fall asleep.,44,66,70,44,55,56,335
Large Pumpkaboo,710,1572,Pumpkin Pokémon,0.5,7.5,Ghost,Grass,,,Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",Insomnia,The Pokémon is suffering from insomnia and cannot fall asleep.,54,66,70,44,55,46,335
